category,brand,model,price_jib,price_advice,price_ihavecpu,socket,memory_type,wattage,tdp,has_igpu,score_gaming,score_editing,max_m2_slots
CPU,AMD,Ryzen 7 5700G,5990,5250,12100,AM4,-,0,65,1,85,80,0
CPU,AMD,Ryzen 5 5600X3D,12000,11900,12100,AM4,-,0,105,0,85,80,0
CPU,AMD,Ryzen 5 5600X,12000,4840,12100,AM4,-,0,105,0,85,80,0
CPU,AMD,Ryzen 5 5600G,5090,11900,12100,AM4,-,0,65,1,85,80,0
CPU,AMD,Ryzen 5 5600,5090,6500,12100,AM4,-,0,65,0,85,80,0
CPU,AMD,Ryzen 5 5500,12000,11900,14990,AM4,-,0,65,0,85,80,0
CPU,AMD,Ryzen 5 4500,12000,11900,12100,AM4,-,0,65,0,85,80,0
CPU,AMD,Ryzen 5 4600G,12000,4840,12100,AM4,-,0,65,1,85,80,0
GPU,ASUS,Radeon RX 6700 XT 12GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6700 XT 12GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6700 XT 12GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6700 XT 12GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6700 XT 12GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XTX 24GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XTX 24GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XTX 24GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XTX 24GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 8GB ROG Strix Gaming,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 8GB TUF Gaming,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 8GB Dual,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 8GB ProArt,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 8GB Noctua Edition,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 8GB ROG Strix Gaming,11900,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 8GB TUF Gaming,11900,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 8GB Dual,11900,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 8GB ProArt,11900,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 8GB Noctua Edition,11900,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 12GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 12GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 12GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 12GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 12GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XT 20GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XT 20GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XT 20GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XT 20GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 XT 20GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 8GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 8GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 8GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 8GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 8GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 12GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 12GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 12GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 12GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 12GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 GRE 16GB ROG Strix Gaming,25000,14250,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 GRE 16GB TUF Gaming,25000,14250,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 GRE 16GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 GRE 16GB ProArt,25000,14250,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7900 GRE 16GB Noctua Edition,25000,14250,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 8GB ROG Strix Gaming,19327,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 8GB TUF Gaming,19327,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 8GB Dual,19327,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 8GB ProArt,19327,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 8GB Noctua Edition,19327,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 Ti 8GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 Ti 8GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 Ti 8GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 Ti 8GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3060 Ti 8GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7800 XT 16GB ROG Strix Gaming,14064,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7800 XT 16GB TUF Gaming,14064,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7800 XT 16GB Dual,14064,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7800 XT 16GB ProArt,14064,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7800 XT 16GB Noctua Edition,14064,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 SUPER 12GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 SUPER 12GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 SUPER 12GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 SUPER 12GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 SUPER 12GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6600 8GB ROG Strix Gaming,32781,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6600 8GB TUF Gaming,32781,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6600 8GB Dual,32781,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6600 8GB ProArt,32781,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6600 8GB Noctua Edition,32781,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 Ti 8GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 Ti 8GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 Ti 8GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 Ti 8GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3070 Ti 8GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3090 24GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3090 24GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3090 24GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3090 24GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3090 24GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4090 24GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4090 24GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4090 24GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4090 24GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 16GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 16GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 16GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 16GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 16GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 8GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 8GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 8GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 8GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 8GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3080 10GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3080 10GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3080 10GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3080 10GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 3080 10GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 16GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 16GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 16GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 16GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4060 Ti 16GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 6800 XT 16GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 6800 XT 16GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 6800 XT 16GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 6800 XT 16GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 6800 XT 16GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 SUPER 16GB ROG Strix Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 SUPER 16GB TUF Gaming,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 SUPER 16GB Dual,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 SUPER 16GB ProArt,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,GeForce RTX 4080 SUPER 16GB Noctua Edition,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,ASUS,Radeon RX 7700 XT 12GB ROG Strix Gaming,25000,11210,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7700 XT 12GB TUF Gaming,25000,11210,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7700 XT 12GB Dual,25000,11210,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7700 XT 12GB ProArt,25000,11210,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7700 XT 12GB Noctua Edition,25000,11210,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 XT 16GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 XT 16GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 XT 16GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 XT 16GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,Radeon RX 7600 XT 16GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti 12GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti 12GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti 12GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti 12GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti 12GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti SUPER 16GB ROG Strix Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti SUPER 16GB TUF Gaming,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti SUPER 16GB Dual,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti SUPER 16GB ProArt,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 4070 Ti SUPER 16GB Noctua Edition,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 6GB ROG Strix Gaming,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 6GB TUF Gaming,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 6GB Dual,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 6GB ProArt,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,ASUS,GeForce RTX 3050 6GB Noctua Edition,24990,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 6700 XT 12GB Suprim X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 6700 XT 12GB Gaming X Trio,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 6700 XT 12GB Gaming X Slim,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 6700 XT 12GB Ventus 3X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 6700 XT 12GB Ventus 2X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7900 XTX 24GB Suprim X,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,MSI,Radeon RX 7900 XTX 24GB Gaming X Trio,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,MSI,Radeon RX 7900 XTX 24GB Gaming X Slim,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,MSI,Radeon RX 7900 XTX 24GB Ventus 3X,25000,24900,25100,-,-,350,0,0,90,85,0
GPU,MSI,GeForce RTX 3050 8GB Gaming X Trio,27990,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3050 8GB Gaming X Slim,27990,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3050 8GB Ventus 3X,27990,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3050 8GB Ventus 2X,27990,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7600 8GB Suprim X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7600 8GB Gaming X Trio,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7600 8GB Gaming X Slim,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7600 8GB Ventus 3X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7600 8GB Ventus 2X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3060 12GB Suprim X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3060 12GB Gaming X Trio,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3060 12GB Gaming X Slim,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3060 12GB Ventus 3X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,GeForce RTX 3060 12GB Ventus 2X,25000,24900,25100,-,-,200,0,0,90,85,0
GPU,MSI,Radeon RX 7900 XT 20GB Suprim X,25000,24900,25100,-,-,350,0,0,90,85,0
